0 -68.0 -20.0
1 -4304.0 -1996.0
2 -4348.0 -2278.0
3 -4488.0 -2350.0
4 -4468.0 -2324.0
5 -4168.0 -2170.0
6 -4492.0 -2330.0
7 -4328.0 -2276.0
8 -4312.0 -2260.0
9 -4220.0 -2224.0
10 -4416.0 -2308.0
11 -4312.0 -2246.0
12 -4372.0 -2250.0
13 -4468.0 -2320.0
14 -4476.0 -2308.0
15 -4356.0 -2282.0
16 -4228.0 -2226.0
17 -4336.0 -2270.0
18 -4364.0 -2296.0
19 -4196.0 -2114.0
20 -4484.0 -2318.0
21 -4200.0 -2184.0
22 -4352.0 -2278.0
23 -4420.0 -2300.0
24 -4452.0 -2298.0
25 -4536.0 -2356.0
26 -4496.0 -2344.0
27 -4248.0 -2228.0
28 -4116.0 -2150.0
29 -4312.0 -2252.0
30 -4524.0 -2360.0
31 -4416.0 -2316.0
32 -4340.0 -2290.0
33 -4224.0 -2210.0
34 -4336.0 -2272.0
35 -4332.0 -2266.0
36 -4292.0 -2278.0
37 -4340.0 -2258.0
38 -4360.0 -2282.0
39 -4328.0 -2266.0
40 -4472.0 -2326.0
41 -4400.0 -2304.0
42 -4408.0 -2284.0
43 -4300.0 -2260.0
44 -4380.0 -2306.0
45 -4364.0 -2282.0
46 -4364.0 -2270.0
47 -4432.0 -2322.0
48 -4352.0 -2278.0
49 -4328.0 -2264.0
50 -4444.0 -2318.0
51 -4392.0 -2296.0
52 -4484.0 -2306.0
53 -4296.0 -2262.0
54 -4296.0 -2260.0
55 -4288.0 -2256.0
56 -4488.0 -2346.0
57 -4432.0 -2276.0
58 -4524.0 -2358.0
59 -4156.0 -2178.0
60 -4392.0 -2302.0
61 -4472.0 -2332.0
62 -4496.0 -2338.0
63 -4228.0 -2170.0
64 -4400.0 -2298.0
65 -4256.0 -2274.0
66 -4316.0 -2264.0
67 -4320.0 -2250.0
68 -4400.0 -2282.0
69 -4392.0 -2288.0
70 -4328.0 -2262.0
71 -4404.0 -2278.0
72 -4292.0 -2270.0
73 -4388.0 -2292.0
74 -4304.0 -2234.0
75 -4468.0 -2318.0
76 -4308.0 -2240.0
77 -4400.0 -2302.0
78 -4224.0 -2174.0
79 -4320.0 -2242.0
80 -4376.0 -2284.0
81 -4364.0 -2266.0
82 -4208.0 -2190.0
83 -4428.0 -2294.0
84 -4432.0 -2326.0
85 -4324.0 -2244.0
86 -4432.0 -2308.0
87 -4304.0 -2260.0
88 -4520.0 -2346.0
89 -4360.0 -2280.0
90 -4472.0 -2318.0
91 -4204.0 -2166.0
92 -4228.0 -2234.0
93 -4236.0 -2232.0
94 -4460.0 -2310.0
95 -4392.0 -2302.0
96 -4440.0 -2320.0
97 -4324.0 -2272.0
98 -4224.0 -2210.0
99 -4296.0 -2246.0
