0.1 -1.0 1.0
0.12000000000000001 -1.0 1.0
0.14 -1.0 1.0
0.16 -1.0 1.0
0.18 -1.0 1.0
0.2 -1.0 1.0
0.22 -1.0 1.0
0.24000000000000002 -1.0 1.0
0.26 -1.0 1.0
0.28 -1.0 1.0
0.30000000000000004 -1.0 1.0
0.32 -1.0 1.0
0.33999999999999997 -1.0 1.0
0.36 -1.0 1.0
0.38 -1.0 1.0
0.4 -1.0 1.0
0.42000000000000004 -1.0 1.0
0.44000000000000006 -1.0 1.0
0.45999999999999996 -1.0 1.0
0.48 -1.0 1.0
0.5 -1.0 1.0
0.52 -1.0 1.0
0.54 -1.0 1.0
0.56 -1.0 1.0
0.58 -1.0 1.0
0.6 -1.0 1.0
0.62 -1.0 1.0
0.64 -1.0 1.0
0.66 -1.0 1.0
0.6799999999999999 -1.0 1.0
0.7 -1.0 1.0
0.72 -1.0 1.0
0.74 -1.0 1.0
0.76 -1.0 1.0
0.78 -1.0 1.0
0.7999999999999999 -1.0 1.0
0.82 -1.0 1.0
0.84 -1.0 1.0
0.86 -1.0 1.0
0.88 -1.0 1.0
0.9 -1.0 1.0
0.9199999999999999 -1.0 1.0
0.94 -0.9984 0.9992
0.96 -0.9968 0.9984
0.98 -0.9984 0.9992
1.0 -0.9984 0.9992
1.02 -0.9984 0.9992
1.04 -1.0 1.0
1.06 -0.9984 0.9992
1.08 -0.9952 0.9976
1.1 -0.9936 0.9968
1.12 -0.9968 0.9984
1.1400000000000001 -0.9952 0.9976
1.1600000000000001 -0.9952 0.9976
1.1800000000000002 -0.9952 0.9976
1.2000000000000002 -0.9952 0.9976
1.2200000000000002 -0.9968 0.9984
1.24 -0.9984 0.9992
1.26 -0.9984 0.9992
1.28 -1.0 1.0
1.3 -1.0 1.0
1.32 -0.9984 0.9992
1.34 -0.9968 0.9984
1.36 -0.992 0.996
1.3800000000000001 -0.9872 0.9936
1.4000000000000001 -0.9824 0.9912
1.4200000000000002 -0.9816 0.9896
1.4400000000000002 -0.9792 0.9888
1.4600000000000002 -0.9776 0.988
1.48 -0.9696 0.9832
1.5 -0.9712 0.9848
1.52 -0.9736 0.9856
1.54 -0.9712 0.984
1.56 -0.9632 0.9792
1.58 -0.9608 0.9776
1.6 -0.9512 0.9704
1.62 -0.9544 0.9728
1.6400000000000001 -0.956 0.9752
1.6600000000000001 -0.9416 0.9664
1.6800000000000002 -0.9384 0.9632
1.7000000000000002 -0.9416 0.9672
1.7200000000000002 -0.9352 0.9616
1.74 -0.9328 0.9552
1.76 -0.9352 0.9592
1.78 -0.9272 0.952
1.8 -0.9352 0.9568
1.82 -0.9416 0.964
1.84 -0.9448 0.9672
1.86 -0.9416 0.9664
1.8800000000000001 -0.9336 0.9624
1.9000000000000001 -0.9208 0.956
1.9200000000000002 -0.9232 0.956
1.9400000000000002 -0.9144 0.9512
1.9600000000000002 -0.9144 0.9512
1.98 -0.912 0.9496
2.0 -0.8968 0.9384
2.02 -0.8944 0.936
2.04 -0.892 0.9328
2.06 -0.8736 0.9248
2.08 -0.8744 0.9248
